timestamp,item_id,user_answer,user_id,content_type,bundle_id,answered_correctly,content_id,elapsed_time,bundle_had_explanation,prior_question_elapsed_time,cumulative_correct_answers,recent_accuracy,cumulative_explanations_seen,cumulative_lectures_seen,cumulative_responses_by_bundle
1567392636464,q3935,b,u10391,q,b2467,0.0,3935,8000.0,False,11000.0,7.0,0.2,10,0,2.0
1567392690700,e2467,-1,u10391,e,b2467,-1.0,2467,-1.0,,,,,11,0,
1567392710719,q17230,c,u10391,q,b11467,1.0,17230,20000.0,False,11000.0,8.0,0.4,11,0,1.0
1567392731688,e11467,-1,u10391,e,b11467,-1.0,11467,-1.0,,,,,12,0,
1567392751641,q4886,c,u10391,q,b3418,0.0,4886,21000.0,False,20000.0,8.0,0.4,12,0,1.0
1567392751641,q4886,c,u10391,q,b3418,0.0,4886,22000.0,False,21500.0,8.0,0.2,12,0,2.0
1567392787510,e3418,-1,u10391,e,b3418,-1.0,3418,-1.0,,,,,13,0,
1567392802785,q6225,d,u10391,q,b4757,0.0,6225,15000.0,False,21500.0,8.0,0.2,13,0,1.0
1567392848595,e4757,-1,u10391,e,b4757,-1.0,4757,-1.0,,,,,14,0,
1567392867116,q4811,c,u10391,q,b3343,1.0,4811,24000.0,False,23000.0,9.0,0.4,14,0,1.0
1567392897310,e3343,-1,u10391,e,b3343,-1.0,3343,-1.0,,,,,15,0,
1567392917970,q10303,a,u10391,q,b7654,1.0,10303,4000.0,False,24000.0,10.0,0.4,15,0,1.0
1567392922615,q10303,b,u10391,q,b7654,0.0,10303,25000.0,False,14500.0,10.0,0.4,15,0,2.0
1567392977995,e7654,-1,u10391,e,b7654,-1.0,7654,-1.0,,,,,16,0,
1567393007481,q4479,a,u10391,q,b3011,0.0,4479,30000.0,False,14500.0,10.0,0.4,16,0,1.0
1567393007481,q4479,a,u10391,q,b3011,0.0,4479,10000.0,False,21333.334,10.0,0.4,16,0,2.0
1567393007481,q4479,a,u10391,q,b3011,0.0,4479,24000.0,False,21333.334,10.0,0.2,16,0,3.0
1567393025374,e3011,-1,u10391,e,b3011,-1.0,3011,-1.0,,,,,17,0,
1567393110579,q4479,a,u10391,q,b3011,0.0,4479,30000.0,True,21333.334,10.0,0.0,17,0,4.0
1567393110579,q4479,a,u10391,q,b3011,0.0,4479,10000.0,True,21333.334,10.0,0.0,17,0,5.0
1567393110579,q4479,a,u10391,q,b3011,0.0,4479,24000.0,True,21333.334,10.0,0.0,17,0,6.0
1567393138369,e3011,-1,u10391,e,b3011,-1.0,3011,-1.0,,,,,18,0,
1567393169321,q6225,b,u10391,q,b4757,0.0,6225,31000.0,False,21333.334,10.0,0.0,18,0,2.0
1567393183973,e4757,-1,u10391,e,b4757,-1.0,4757,-1.0,,,,,19,0,
1567393211936,e3011,-1,u10391,e,b3011,-1.0,3011,-1.0,,,,,20,0,
1567393239120,q5062,a,u10391,q,b3594,1.0,5062,28000.0,False,23000.0,11.0,0.2,20,0,1.0
1567393249656,e3594,-1,u10391,e,b3594,-1.0,3594,-1.0,,,,,21,0,
1567393275300,q6352,a,u10391,q,b4884,1.0,6352,26000.0,False,28000.0,12.0,0.4,21,0,1.0
1567393298510,e4884,-1,u10391,e,b4884,-1.0,4884,-1.0,,,,,22,0,
1567393318187,q9134,b,u10391,q,b6485,1.0,9134,20000.0,False,26000.0,13.0,0.6,22,0,1.0
1567393333138,e6485,-1,u10391,e,b6485,-1.0,6485,-1.0,,,,,23,0,
1567393502626,q3411,d,u10391,q,b2071,0.0,3411,25666.0,False,20000.0,13.0,0.6,23,0,1.0
1567393538507,e2071,-1,u10391,e,b2071,-1.0,2071,-1.0,,,,,24,0,
1567393749480,q3396,a,u10391,q,b2066,0.0,3396,1333.0,False,25666.0,13.0,0.6,24,0,1.0
1567393798078,e2066,-1,u10391,e,b2066,-1.0,2066,-1.0,,,,,25,0,
1567393878565,q3405,b,u10391,q,b2069,0.0,3405,14000.0,False,1333.0,13.0,0.4,25,0,1.0
1567393895683,q3405,a,u10391,q,b2069,1.0,3405,,False,14000.0,14.0,0.4,25,0,2.0
1567393897970,q3405,b,u10391,q,b2069,0.0,3405,14000.0,False,14000.0,14.0,0.2,25,0,3.0
1567393941188,e2069,-1,u10391,e,b2069,-1.0,2069,-1.0,,,,,26,0,
1567394013257,q10676,d,u10391,q,b7931,1.0,10676,11666.0,False,14000.0,15.0,0.4,26,0,1.0
1567394027518,e7931,-1,u10391,e,b7931,-1.0,7931,-1.0,,,,,27,0,
1567735167576,q4108,a,u10391,q,b2640,0.0,4108,25000.0,False,11666.0,15.0,0.4,27,0,1.0
1567735179591,e2640,-1,u10391,e,b2640,-1.0,2640,-1.0,,,,,28,0,
1567735207643,q17042,a,u10391,q,b11279,0.0,17042,28000.0,False,25000.0,15.0,0.4,28,0,1.0
1567740103384,e11279,-1,u10391,e,b11279,-1.0,11279,-1.0,,,,,29,0,
1567740132119,q5050,d,u10391,q,b3582,1.0,5050,29000.0,False,28000.0,16.0,0.4,29,0,1.0
1567740142640,e3582,-1,u10391,e,b3582,-1.0,3582,-1.0,,,,,30,0,
1567740153458,q4339,b,u10391,q,b2871,1.0,4339,11000.0,False,29000.0,17.0,0.6,30,0,1.0
1567740163198,e2871,-1,u10391,e,b2871,-1.0,2871,-1.0,,,,,31,0,
1567740193127,q4131,c,u10391,q,b2663,1.0,4131,30000.0,False,11000.0,18.0,0.6,31,0,1.0
1567740206213,e2663,-1,u10391,e,b2663,-1.0,2663,-1.0,,,,,32,0,
1567740221420,q5271,c,u10391,q,b3803,0.0,5271,,False,30000.0,18.0,0.6,32,0,1.0
1567740222258,q5271,b,u10391,q,b3803,1.0,5271,17000.0,False,17000.0,19.0,0.8,32,0,2.0
1567740232926,e3803,-1,u10391,e,b3803,-1.0,3803,-1.0,,,,,33,0,
1567740262315,q4072,c,u10391,q,b2604,1.0,4072,30000.0,False,17000.0,20.0,0.8,33,0,1.0
1567740273243,e2604,-1,u10391,e,b2604,-1.0,2604,-1.0,,,,,34,0,
1567740287744,q4499,c,u10391,q,b3031,0.0,4499,15000.0,False,30000.0,20.0,0.6,34,0,1.0
1567740287744,q4499,c,u10391,q,b3031,0.0,4499,20000.0,False,17500.0,20.0,0.4,34,0,2.0
1567740310729,e3031,-1,u10391,e,b3031,-1.0,3031,-1.0,,,,,35,0,
1567740323069,q5077,c,u10391,q,b3609,0.0,5077,12000.0,False,17500.0,20.0,0.4,35,0,1.0
1567741785806,e3609,-1,u10391,e,b3609,-1.0,3609,-1.0,,,,,36,0,
1567741803183,q10230,a,u10391,q,b7581,1.0,10230,18000.0,False,12000.0,21.0,0.4,36,0,1.0
1567741845198,e7581,-1,u10391,e,b7581,-1.0,7581,-1.0,,,,,37,0,
1567741865881,q9628,c,u10391,q,b6979,1.0,9628,12000.0,False,18000.0,22.0,0.4,37,0,1.0
1567741874565,q9628,b,u10391,q,b6979,0.0,9628,34000.0,False,23000.0,22.0,0.4,37,0,2.0
1567741915581,e6979,-1,u10391,e,b6979,-1.0,6979,-1.0,,,,,38,0,
1567741935333,q3697,a,u10391,q,b2229,0.0,3697,21000.0,False,23000.0,22.0,0.4,38,0,1.0
1567741963887,e2229,-1,u10391,e,b2229,-1.0,2229,-1.0,,,,,39,0,
1567741988013,q4344,c,u10391,q,b2876,1.0,4344,24000.0,False,21000.0,23.0,0.6,39,0,1.0
1567741999855,e2876,-1,u10391,e,b2876,-1.0,2876,-1.0,,,,,40,0,
1567742008586,q9001,a,u10391,q,b6352,1.0,9001,9000.0,False,24000.0,24.0,0.6,40,0,1.0
1567742027857,e6352,-1,u10391,e,b6352,-1.0,6352,-1.0,,,,,41,0,
1567742047407,q6255,a,u10391,q,b4787,0.0,6255,,False,9000.0,24.0,0.4,41,0,1.0
1567742049963,q6255,c,u10391,q,b4787,1.0,6255,23000.0,False,23000.0,25.0,0.6,41,0,2.0
1567742061927,e4787,-1,u10391,e,b4787,-1.0,4787,-1.0,,,,,42,0,
1567742080649,q3910,c,u10391,q,b2442,1.0,3910,22000.0,False,23000.0,26.0,0.8,42,0,1.0
1567742102502,e2442,-1,u10391,e,b2442,-1.0,2442,-1.0,,,,,43,0,
1567742149690,q5272,b,u10391,q,b3804,1.0,5272,47000.0,False,22000.0,27.0,0.8,43,0,1.0
1567742160358,e3804,-1,u10391,e,b3804,-1.0,3804,-1.0,,,,,44,0,
1567742173243,q8996,a,u10391,q,b6347,1.0,8996,13000.0,False,47000.0,28.0,0.8,44,0,1.0
1567742183223,e6347,-1,u10391,e,b6347,-1.0,6347,-1.0,,,,,45,0,
1567742203542,q5044,c,u10391,q,b3576,0.0,5044,21000.0,False,13000.0,28.0,0.8,45,0,1.0
1567742232062,e3576,-1,u10391,e,b3576,-1.0,3576,-1.0,,,,,46,0,
1567742265712,q5721,c,u10391,q,b4253,0.0,5721,34000.0,False,21000.0,28.0,0.6,46,0,1.0
1567742282526,e4253,-1,u10391,e,b4253,-1.0,4253,-1.0,,,,,47,0,
1567824602389,q561,b,u10391,q,b561,1.0,561,20000.0,False,34000.0,29.0,0.6,47,0,1.0
1567824619268,e561,-1,u10391,e,b561,-1.0,561,-1.0,,,,,48,0,
1567824633685,q767,b,u10391,q,b767,0.0,767,,False,20000.0,29.0,0.4,48,0,1.0
1567824634335,q767,c,u10391,q,b767,1.0,767,16000.0,False,16000.0,30.0,0.4,48,0,2.0
1567824644002,e767,-1,u10391,e,b767,-1.0,767,-1.0,,,,,49,0,
1567824663138,q1030,a,u10391,q,b1030,1.0,1030,19000.0,False,16000.0,31.0,0.6,49,0,1.0
1567824672365,e1030,-1,u10391,e,b1030,-1.0,1030,-1.0,,,,,50,0,
1567824691360,q200,b,u10391,q,b200,0.0,200,19000.0,False,19000.0,31.0,0.6,50,0,1.0
1567824706408,e200,-1,u10391,e,b200,-1.0,200,-1.0,,,,,51,0,
1567824721566,q223,c,u10391,q,b223,0.0,223,15000.0,False,19000.0,31.0,0.4,51,0,1.0
1567824766521,e223,-1,u10391,e,b223,-1.0,223,-1.0,,,,,52,0,
1567824786266,q1203,a,u10391,q,b1203,1.0,1203,20000.0,False,15000.0,32.0,0.6,52,0,1.0
1567824800658,e1203,-1,u10391,e,b1203,-1.0,1203,-1.0,,,,,53,0,
1567824823422,q1316,b,u10391,q,b1316,0.0,1316,23000.0,False,20000.0,32.0,0.4,53,0,1.0
1567824857802,e1316,-1,u10391,e,b1316,-1.0,1316,-1.0,,,,,54,0,
1567824875766,q856,a,u10391,q,b856,1.0,856,18000.0,False,23000.0,33.0,0.4,54,0,1.0
1567824886412,e856,-1,u10391,e,b856,-1.0,856,-1.0,,,,,55,0,
1567824906235,q1218,a,u10391,q,b1218,1.0,1218,13000.0,False,18000.0,34.0,0.6,55,0,1.0
1567824907513,q1218,b,u10391,q,b1218,0.0,1218,23000.0,False,18000.0,34.0,0.6,55,0,2.0
1567824926905,e1218,-1,u10391,e,b1218,-1.0,1218,-1.0,,,,,56,0,
1567824947547,q285,a,u10391,q,b285,1.0,285,21000.0,False,18000.0,35.0,0.6,56,0,1.0
1567824960408,e285,-1,u10391,e,b285,-1.0,285,-1.0,,,,,57,0,
1567824978552,q1240,b,u10391,q,b1240,1.0,1240,19000.0,False,21000.0,36.0,0.8,57,0,1.0
1567824987956,e1240,-1,u10391,e,b1240,-1.0,1240,-1.0,,,,,58,0,
1567825006592,q1368,b,u10391,q,b1368,1.0,1368,19000.0,False,19000.0,37.0,0.8,58,0,1.0
1567825022641,e1368,-1,u10391,e,b1368,-1.0,1368,-1.0,,,,,59,0,
1567825042153,q1292,c,u10391,q,b1292,1.0,1292,20000.0,False,19000.0,38.0,0.8,59,0,1.0
1567825051121,e1292,-1,u10391,e,b1292,-1.0,1292,-1.0,,,,,60,0,
1567825068514,q739,c,u10391,q,b739,0.0,739,18000.0,False,20000.0,38.0,0.8,60,0,1.0
1567825093422,e739,-1,u10391,e,b739,-1.0,739,-1.0,,,,,61,0,
1567825110369,q1193,b,u10391,q,b1193,1.0,1193,17000.0,False,18000.0,39.0,0.8,61,0,1.0
1567825122733,e1193,-1,u10391,e,b1193,-1.0,1193,-1.0,,,,,62,0,
1567825140127,q241,b,u10391,q,b241,1.0,241,18000.0,False,17000.0,40.0,0.8,62,0,1.0
1567825154859,e241,-1,u10391,e,b241,-1.0,241,-1.0,,,,,63,0,
1567825169563,q776,b,u10391,q,b776,1.0,776,16000.0,False,18000.0,41.0,0.8,63,0,1.0
1567825180557,e776,-1,u10391,e,b776,-1.0,776,-1.0,,,,,64,0,
1567825202272,q508,c,u10391,q,b508,1.0,508,22000.0,False,16000.0,42.0,0.8,64,0,1.0
1567825224716,e508,-1,u10391,e,b508,-1.0,508,-1.0,,,,,65,0,
1567825243561,q1224,c,u10391,q,b1224,1.0,1224,19000.0,False,22000.0,43.0,1.0,65,0,1.0
1567825254485,e1224,-1,u10391,e,b1224,-1.0,1224,-1.0,,,,,66,0,
1567825275872,q750,b,u10391,q,b750,0.0,750,22000.0,False,19000.0,43.0,0.8,66,0,1.0
1567825314878,e750,-1,u10391,e,b750,-1.0,750,-1.0,,,,,67,0,
1567825507559,e8067,-1,u10391,e,b8067,-1.0,8067,-1.0,,,,,68,0,
1567825524884,q8174,c,u10391,q,b5645,1.0,8174,18000.0,False,22000.0,44.0,0.8,68,0,1.0
1567825540341,e5645,-1,u10391,e,b5645,-1.0,5645,-1.0,,,,,69,0,
1567825558069,q8118,b,u10391,q,b5589,0.0,8118,20000.0,False,18000.0,44.0,0.6,69,0,1.0
1567825574165,e5589,-1,u10391,e,b5589,-1.0,5589,-1.0,,,,,70,0,
1567825612589,e5650,-1,u10391,e,b5650,-1.0,5650,-1.0,,,,,71,0,
1567825643745,q11247,c,u10391,q,b8300,1.0,11247,31000.0,False,20000.0,45.0,0.6,71,0,1.0
1567825654846,e8300,-1,u10391,e,b8300,-1.0,8300,-1.0,,,,,72,0,
1567825681580,q46,d,u10391,q,b46,0.0,46,29000.0,False,31000.0,45.0,0.4,72,0,1.0
1567825701440,e46,-1,u10391,e,b46,-1.0,46,-1.0,,,,,73,0,
1567825725664,q59,c,u10391,q,b59,0.0,59,24000.0,False,21500.0,45.0,0.4,73,0,1.0
1567825725664,q59,c,u10391,q,b59,0.0,59,99000.0,False,61500.0,45.0,0.2,73,0,2.0
1567825775072,e59,-1,u10391,e,b59,-1.0,59,-1.0,,,,,74,0,
1567825786349,q187,a,u10391,q,b187,1.0,187,,False,61500.0,46.0,0.4,74,0,1.0
1567825812204,e187,-1,u10391,e,b187,-1.0,187,-1.0,,,,,75,0,
1567825823354,q11217,a,u10391,q,b8270,0.0,11217,,False,,46.0,0.2,75,0,1.0
1567825844251,e8270,-1,u10391,e,b8270,-1.0,8270,-1.0,,,,,76,0,
1567825867353,q8101,c,u10391,q,b5572,0.0,8101,23000.0,False,,46.0,0.2,76,0,1.0
1567825889809,e5572,-1,u10391,e,b5572,-1.0,5572,-1.0,,,,,77,0,
1567825922109,q181,c,u10391,q,b181,0.0,181,32000.0,False,23000.0,46.0,0.2,77,0,1.0
1567825934236,e181,-1,u10391,e,b181,-1.0,181,-1.0,,,,,78,0,
1567825957499,q25,c,u10391,q,b25,1.0,25,23000.0,False,32000.0,47.0,0.4,78,0,1.0
1567825971335,e25,-1,u10391,e,b25,-1.0,25,-1.0,,,,,79,0,
1567826556374,q46,a,u10391,q,b46,1.0,46,9000.0,False,23000.0,48.0,0.4,79,0,2.0
1567826556374,q46,a,u10391,q,b46,1.0,46,26000.0,False,21500.0,49.0,0.6,79,0,3.0
1567826556374,q46,a,u10391,q,b46,1.0,46,22000.0,False,21500.0,50.0,0.8,79,0,4.0
1567826570607,e46,-1,u10391,e,b46,-1.0,46,-1.0,,,,,80,0,
1567826594054,q10,a,u10391,q,b10,0.0,10,16000.0,False,21500.0,50.0,0.8,80,0,1.0
1567826594054,q10,a,u10391,q,b10,0.0,10,24000.0,False,20000.0,50.0,0.6,80,0,2.0
1567826608850,e10,-1,u10391,e,b10,-1.0,10,-1.0,,,,,81,0,
1567833259172,q4473,a,u10391,q,b3005,1.0,4473,21000.0,False,20000.0,51.0,0.6,81,0,1.0
1567833298825,e3005,-1,u10391,e,b3005,-1.0,3005,-1.0,,,,,82,0,
1567833337467,q9560,b,u10391,q,b6911,1.0,9560,39000.0,False,21000.0,52.0,0.6,82,0,1.0
1567833351213,e6911,-1,u10391,e,b6911,-1.0,6911,-1.0,,,,,83,0,
1567833364225,q5856,c,u10391,q,b4388,0.0,5856,,False,39000.0,52.0,0.4,83,0,1.0
1567833372102,q5856,b,u10391,q,b4388,1.0,5856,23000.0,False,23000.0,53.0,0.6,83,0,2.0
1567833385762,e4388,-1,u10391,e,b4388,-1.0,4388,-1.0,,,,,84,0,
1567833411078,q5398,c,u10391,q,b3930,1.0,5398,26000.0,False,23000.0,54.0,0.8,84,0,1.0
1567833439101,e3930,-1,u10391,e,b3930,-1.0,3930,-1.0,,,,,85,0,
1567833457191,q6020,d,u10391,q,b4552,1.0,6020,21000.0,False,26000.0,55.0,0.8,85,0,1.0
1567833479106,e4552,-1,u10391,e,b4552,-1.0,4552,-1.0,,,,,86,0,
1567833514223,q8800,b,u10391,q,b6151,1.0,8800,36000.0,False,21000.0,56.0,0.8,86,0,1.0
1567833554907,e6151,-1,u10391,e,b6151,-1.0,6151,-1.0,,,,,87,0,
1567833579343,q4272,c,u10391,q,b2804,1.0,4272,,False,36000.0,57.0,1.0,87,0,1.0
1567833580667,q4272,b,u10391,q,b2804,0.0,4272,27000.0,False,27000.0,57.0,0.8,87,0,2.0
1567833683876,e2804,-1,u10391,e,b2804,-1.0,2804,-1.0,,,,,88,0,
1567833713290,q6112,a,u10391,q,b4644,1.0,6112,30000.0,False,27000.0,58.0,0.8,88,0,1.0
1567833735362,e4644,-1,u10391,e,b4644,-1.0,4644,-1.0,,,,,89,0,
1567833848323,q6073,d,u10391,q,b4605,0.0,6073,138000.0,False,30000.0,58.0,0.6,89,0,1.0
1567833929145,e4605,-1,u10391,e,b4605,-1.0,4605,-1.0,,,,,90,0,
1567833961689,q10106,d,u10391,q,b7457,1.0,10106,33000.0,False,138000.0,59.0,0.6,90,0,1.0
1567833980872,e7457,-1,u10391,e,b7457,-1.0,7457,-1.0,,,,,91,0,
1567833995343,q6074,a,u10391,q,b4606,1.0,6074,15000.0,False,33000.0,60.0,0.6,91,0,1.0
1567834019190,e4606,-1,u10391,e,b4606,-1.0,4606,-1.0,,,,,92,0,
1567834036284,q5149,a,u10391,q,b3681,1.0,5149,17000.0,False,15000.0,61.0,0.8,92,0,1.0
1567834059200,e3681,-1,u10391,e,b3681,-1.0,3681,-1.0,,,,,93,0,
1567834078080,q6733,c,u10391,q,b5139,0.0,6733,19000.0,False,17000.0,61.0,0.6,93,0,1.0
1567834094717,e5139,-1,u10391,e,b5139,-1.0,5139,-1.0,,,,,94,0,
1567834117446,q9061,a,u10391,q,b6412,0.0,9061,23000.0,False,19000.0,61.0,0.6,94,0,1.0
1567834141470,e6412,-1,u10391,e,b6412,-1.0,6412,-1.0,,,,,95,0,
1567834194275,q4055,a,u10391,q,b2587,1.0,4055,53000.0,False,23000.0,62.0,0.6,95,0,1.0
1567834216914,e2587,-1,u10391,e,b2587,-1.0,2587,-1.0,,,,,96,0,
1567834263632,q4510,a,u10391,q,b3042,1.0,4510,47000.0,False,53000.0,63.0,0.6,96,0,1.0
1567834277836,e3042,-1,u10391,e,b3042,-1.0,3042,-1.0,,,,,97,0,
1567834299549,q5102,c,u10391,q,b3634,0.0,5102,22000.0,False,47000.0,63.0,0.4,97,0,1.0
1567834338801,e3634,-1,u10391,e,b3634,-1.0,3634,-1.0,,,,,98,0,
1567834369149,q17345,a,u10391,q,b11582,0.0,17345,31000.0,False,22000.0,63.0,0.4,98,0,1.0
1567834397329,e11582,-1,u10391,e,b11582,-1.0,11582,-1.0,,,,,99,0,
1567834449498,q5416,d,u10391,q,b3948,1.0,5416,52000.0,False,31000.0,64.0,0.6,99,0,1.0
1567834474200,e3948,-1,u10391,e,b3948,-1.0,3948,-1.0,,,,,100,0,
1567834501845,q4037,b,u10391,q,b2569,1.0,4037,28000.0,False,52000.0,65.0,0.6,100,0,1.0
1567834531564,e2569,-1,u10391,e,b2569,-1.0,2569,-1.0,,,,,101,0,
1567834575842,q5264,a,u10391,q,b3796,1.0,5264,45000.0,False,28000.0,66.0,0.6,101,0,1.0
1567834597940,e3796,-1,u10391,e,b3796,-1.0,3796,-1.0,,,,,102,0,
1567835702222,q7865,a,u10391,q,b5469,1.0,7865,72000.0,False,45000.0,67.0,0.8,102,0,1.0
1567835760830,e5469,-1,u10391,e,b5469,-1.0,5469,-1.0,,,,,103,0,
1568087646396,q1115,c,u10391,q,b1115,1.0,1115,20000.0,False,72000.0,68.0,1.0,103,0,1.0
1568087658041,e1115,-1,u10391,e,b1115,-1.0,1115,-1.0,,,,,104,0,
1568087676981,q825,c,u10391,q,b825,0.0,825,19000.0,False,20000.0,68.0,0.8,104,0,1.0
1568087710281,e825,-1,u10391,e,b825,-1.0,825,-1.0,,,,,105,0,
1568087731054,q1331,c,u10391,q,b1331,0.0,1331,21000.0,False,19000.0,68.0,0.6,105,0,1.0
1568087743069,e1331,-1,u10391,e,b1331,-1.0,1331,-1.0,,,,,106,0,
1568087754688,q1384,a,u10391,q,b1384,1.0,1384,12000.0,False,21000.0,69.0,0.6,106,0,1.0
1568087762877,e1384,-1,u10391,e,b1384,-1.0,1384,-1.0,,,,,107,0,
1568087780791,q956,a,u10391,q,b956,1.0,956,19000.0,False,12000.0,70.0,0.6,107,0,1.0
1568087792507,e956,-1,u10391,e,b956,-1.0,956,-1.0,,,,,108,0,
1568087811282,q692,b,u10391,q,b692,0.0,692,,False,19000.0,70.0,0.4,108,0,1.0
1568087812494,q692,c,u10391,q,b692,1.0,692,20000.0,False,20000.0,71.0,0.6,108,0,2.0
1568087839495,e692,-1,u10391,e,b692,-1.0,692,-1.0,,,,,109,0,
1568087861234,q590,b,u10391,q,b590,0.0,590,22000.0,False,20000.0,71.0,0.6,109,0,1.0
1568087861234,q590,b,u10391,q,b590,0.0,590,18000.0,False,20000.0,71.0,0.4,109,0,2.0
1568088001437,e590,-1,u10391,e,b590,-1.0,590,-1.0,,,,,110,0,
1568088020173,q1003,a,u10391,q,b1003,0.0,1003,,False,20000.0,71.0,0.2,110,0,1.0
1568088021379,q1003,c,u10391,q,b1003,1.0,1003,20000.0,False,20000.0,72.0,0.4,110,0,2.0
1568088030708,e1003,-1,u10391,e,b1003,-1.0,1003,-1.0,,,,,111,0,
1568088049969,q502,c,u10391,q,b502,1.0,502,20000.0,False,20000.0,73.0,0.4,111,0,1.0
1568088080567,e502,-1,u10391,e,b502,-1.0,502,-1.0,,,,,112,0,
1568088108913,e413,-1,u10391,e,b413,-1.0,413,-1.0,,,,,113,0,
1568088126461,q725,b,u10391,q,b725,0.0,725,18000.0,False,20000.0,73.0,0.4,113,0,1.0
1568088141546,e725,-1,u10391,e,b725,-1.0,725,-1.0,,,,,114,0,
1568088163097,q676,b,u10391,q,b676,0.0,676,22000.0,False,18000.0,73.0,0.4,114,0,1.0
1568088189263,e676,-1,u10391,e,b676,-1.0,676,-1.0,,,,,115,0,
1568088211210,q787,a,u10391,q,b787,1.0,787,22000.0,False,22000.0,74.0,0.6,115,0,1.0
1568088230838,e787,-1,u10391,e,b787,-1.0,787,-1.0,,,,,116,0,
1568088248547,q423,b,u10391,q,b423,1.0,423,18000.0,False,22000.0,75.0,0.6,116,0,1.0
1568088257678,e423,-1,u10391,e,b423,-1.0,423,-1.0,,,,,117,0,
1568088274643,q1261,b,u10391,q,b1261,1.0,1261,18000.0,False,18000.0,76.0,0.6,117,0,1.0
1568088283911,e1261,-1,u10391,e,b1261,-1.0,1261,-1.0,,,,,118,0,
1568088305752,q1076,c,u10391,q,b1076,1.0,1076,22000.0,False,18000.0,77.0,0.8,118,0,1.0
1568088321721,e1076,-1,u10391,e,b1076,-1.0,1076,-1.0,,,,,119,0,
1568088345196,q330,a,u10391,q,b330,0.0,330,24000.0,False,22000.0,77.0,0.8,119,0,1.0
1568088348782,e330,-1,u10391,e,b330,-1.0,330,-1.0,,,,,120,0,
1568088353138,e330,-1,u10391,e,b330,-1.0,330,-1.0,,,,,121,0,
1568088367597,q1195,a,u10391,q,b1195,0.0,1195,,False,24000.0,77.0,0.6,121,0,1.0
1568088371265,q1195,c,u10391,q,b1195,1.0,1195,18000.0,False,18000.0,78.0,0.6,121,0,2.0
1568088375420,e1195,-1,u10391,e,b1195,-1.0,1195,-1.0,,,,,122,0,
1568088381000,e1195,-1,u10391,e,b1195,-1.0,1195,-1.0,,,,,123,0,
1568088401694,q406,a,u10391,q,b406,1.0,406,22000.0,False,18000.0,79.0,0.6,123,0,1.0
1568088412490,e406,-1,u10391,e,b406,-1.0,406,-1.0,,,,,124,0,
1568088432182,q216,c,u10391,q,b216,1.0,216,20000.0,False,22000.0,80.0,0.6,124,0,1.0
1568088441647,e216,-1,u10391,e,b216,-1.0,216,-1.0,,,,,125,0,
